ID,审计项ID,审计项标题,程序内容,是否主程序
492,196,【三类以上（含）】是否采用双路市电，双路市电应能实现自动切换。,a)检查应用系统设计和验收文档，查看其访问控制的覆盖范围是否包括与信息安全直接相关的主体、客体及它们之间的操作；b)测试主要应用系统，可通过以默认用户登录系统，并进行一些合法和非法操作，验证系统是否严...,否
580,196,【三类以上（含）】是否采用双路市电，双路市电应能实现自动切换。,检查交付管理制度，查看交付流程是否对建成的信息系统交付运行维护的活动进行规范。,否
197,197,机房是否配备单独的配电柜。,访谈机房管理员，询问机房是否配备单独的配电柜。,是
365,197,机房是否配备单独的配电柜。,调阅在职员工人员名单，检查应用系统用户列表，确认系统用户在在职人员名单中。,否
421,197,机房是否配备单独的配电柜。,访谈机房管理员，询问机房是否配备单独的配电柜。,否
426,197,机房是否配备单独的配电柜。,检查机房的在线UPS设施，UPS应与计算机、网络设备在不同的独立封闭区域。,否
666,197,机房是否配备单独的配电柜。,a)访谈软件正版化人员，是否制定了软件正版化计划；b)检查软件正版化计划，是否对通用软件和专业软件制定正版化计划。,否
198,198,机房是否有独立于一般照明电的专用供配电线路。,检查机房供电线路图，是否有独立于一般照明电的专用供配电线路。,是
311,198,机房是否有独立于一般照明电的专用供配电线路。,查看安全检查记录,否
322,198,机房是否有独立于一般照明电的专用供配电线路。,a)检查系统测试管理制度和操作流程，查看数据和配置备份要求； b)抽查在生产系统上进行测试的工作记录，检查是否做好数据备份。,否
332,198,机房是否有独立于一般照明电的专用供配电线路。,查看应用系统上线或变更前的风险评估报告。,否
546,198,机房是否有独立于一般照明电的专用供配电线路。,a)检查系统测试管理制度和操作流程，查看数据和配置备份要求；b)抽查在生产系统上进行测试的工作记录，检查是否做好数据备份。,否
199,199,是否在机房供电线路上配置稳压器和过电压防护设备。,a)检查机房供电系统图及相关说明材料，机房供电线路上是否设置了稳压器和过电压防护设备；_x000b_b)检查机房维护记录，稳压器和过电压防护设备是否正常运行。,是
200,200,【三类以上（含）】机房是否配备双UPS供电。,a)检查公司提供的UPS设施情况说明；b)检查所有生产环境的双电源设备分别连接到不同的UPS；c)检查所有生产环境的单电源设备都分别连接到不同的UPS。,是
507,200,【三类以上（含）】机房是否配备双UPS供电。,a)查阅安全管理相关制度，查看对管理员登录地址的限制策略，评估其合理性；b)现场抽查关键网络设备，检验管理员登录地址限制策略是否被严格执行。,否
573,200,【三类以上（含）】机房是否配备双UPS供电。,检查两年内的演练记录。,否
201,201,【三类以上（含）】UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上。,a)现场检查UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上；_x000b_b)检查UPS设备运行记录、定期检查和维护记录。,是
240,201,【三类以上（含）】UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上。,a)检查“表L.1-按岗位人员情况”，检查运维岗位分工及岗位职责说明，机房管理员、网络管理员、系统管理员、数据库管理员、安全管理员等关键岗位是否设置主备岗；b)访谈机房管理员、网络管理员、系统管理员、...,否
338,201,【三类以上（含）】UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上。,查看问题库，是否将监控、分析、自查、检查、测评、评估和事件处理中发现的问题进行汇总，并纳入问题库。,否
359,201,【三类以上（含）】UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上。,a)检查等级测评报告，检查是否每年对三级系统进行测评；b)检查测评报告是否覆盖所有三级系统；c)检查整改报告，对发现的问题是否及时整改。,否
425,201,【三类以上（含）】UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上。,a)现场检查UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上；_x000b_b)检查UPS设备运行记录、定期检查和维护记录。,否
562,201,【三类以上（含）】UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上。,查看问题库，是否将监控、分析、自查、检查、测评、评估和事件处理中发现的问题进行汇总，并纳入问题库。,否
583,201,【三类以上（含）】UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上。,a)检查等级测评报告，检查是否每年对三级系统进行测评；b)检查测评报告是否覆盖所有三级系统；c)检查整改报告，对发现的问题是否及时整改。,否
634,201,【三类以上（含）】UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上。,检查边界和主要网络设备的安全审计记录，查看是否包括：事件的日期和时间、用户、事件类型、事件成功情况，及其他与审计相关的信息。,否
639,201,【三类以上（含）】UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上。,检查机房用电管理规定，查看是否具有重点保障核心交易业务系统用电安全的措施。,否
642,201,【三类以上（含）】UPS实际供电能力是否能够满足主要设备在断电情况下正常运行2个小时以上。,检查机房用电管理规定，查看是否具有重点保障核心交易业务系统用电安全的措施。,否
202,202,UPS是否存放在独立封闭区域。,检查机房的在线UPS设施，UPS应与计算机、网络设备在不同的独立封闭区域。,是
203,203,【三类以上（含）】机房是否自备或租用发电机，能够保障持续供电。,a)现场检查是否配备了发电机，检查发电机储油是否能够确保发电机持续供电，是否采取了有效措施确保发电机用油的及时补充；_x000b_b)如果是租用发电机，检查租用发电机的合同或相关证明材料；该合同或相关...,是
204,204,如有发电机，是否定期对发电机进行开机测试。,公司提供一年内发电机开机测试记录，应包括测试时间，测试结果等内容。,是
234,204,如有发电机，是否定期对发电机进行开机测试。,查阅公司员工名录，取得IT部门及风险管理部门、合规管理部门员工职责分工表及员工简历，确认分管IT的高管人员是否有IT专业背景或工作经验。,否
455,204,如有发电机，是否定期对发电机进行开机测试。,"a)是否将APP安全需求、安全开发、安全测试、安全发布、APP个人信息保护纳入信息技术管理制度;
b)询问是否参照《证券期货业移动互联网应用程序安全规范》、《证券期货业移动互联网应用程序安全检测规范》...",否
461,204,如有发电机，是否定期对发电机进行开机测试。,"a)是否将APP安全需求、安全开发、安全测试、安全发布、APP个人信息保护纳入信息技术管理制度;
b)询问是否参照《证券期货业移动互联网应用程序安全规范》、《证券期货业移动互联网应用程序安全检测规范》...",否
475,204,如有发电机，是否定期对发电机进行开机测试。,检查是否每月对运行日志和审计数据进行分析。,否
494,204,如有发电机，是否定期对发电机进行开机测试。,查看网络安全规划文档和访谈网络安全管理员，检查网络边界恶意代码防护策略，检查在网络边界及核心业务网段处是否有相应的防恶意代码措施，如果部署了主机恶意代码检测系统，网络边界恶意代码检测系统可选择安装部署...,否
500,204,如有发电机，是否定期对发电机进行开机测试。,检查是否每月对运行日志和审计数据进行分析。,否
531,204,如有发电机，是否定期对发电机进行开机测试。,审阅评估报告，检查是否对安全检查情况进行评估。,否
591,204,如有发电机，是否定期对发电机进行开机测试。,测试主要应用系统，可通过对系统进行超过规定的单个帐户的多重并发会话数进行连接，验证系统是否能够正确地限制单个帐户的多重并发会话数。,否
624,204,如有发电机，是否定期对发电机进行开机测试。,审阅评估报告，检查是否对安全检查情况进行评估。,否
625,204,如有发电机，是否定期对发电机进行开机测试。,审阅评估报告，检查是否对安全检查情况进行评估。,否
205,205,【三类以上（含）】是否定期进行电力设施实时切换演练。,a)检查公司提供的电力设施实时切换演练制度；b)检查公司近两年内电力设施实时切换演练记录；实时切换应当做到模拟一路市电中断、一路UPS完全失效和一路电源开关发生故障的情况下，所有的生产环境设备不需要任...,是
206,206,是否在与供应商签订的合同中明确其应承担的责任、义务，并约定服务要求和范围等内容。,检查与供应商签订的合同，查看是否明确其应承担的责任、义务，并约定服务要求和范围等内容。,是
337,206,是否在与供应商签订的合同中明确其应承担的责任、义务，并约定服务要求和范围等内容。,检查事件记录，事件处理情况是否包括事件暴露出的问题及采取的整改措施，责任追究情况。,否
351,206,是否在与供应商签订的合同中明确其应承担的责任、义务，并约定服务要求和范围等内容。,a)查看机房管理制度或变更管理制度，是否规定了原则上禁止交易时段对交易业务网的网络设备、安全设备、系统设备进行更换或变更配置； b)抽查变更记录，是否做到原则上不在交易时段对交易业务网的网络设备、安全...,否
356,206,是否在与供应商签订的合同中明确其应承担的责任、义务，并约定服务要求和范围等内容。,APP、系统,否
430,206,是否在与供应商签订的合同中明确其应承担的责任、义务，并约定服务要求和范围等内容。,检查与供应商签订的合同，查看是否明确其应承担的责任、义务，并约定服务要求和范围等内容。,否
520,206,是否在与供应商签订的合同中明确其应承担的责任、义务，并约定服务要求和范围等内容。,检查离线数据维护记录，查看对离线数据的调阅、复制、传输、查询的授权审批记录。,否
521,206,是否在与供应商签订的合同中明确其应承担的责任、义务，并约定服务要求和范围等内容。,检查离线数据维护记录，查看对离线数据的调阅、复制、传输、查询的授权审批记录。,否
522,206,是否在与供应商签订的合同中明确其应承担的责任、义务，并约定服务要求和范围等内容。,检查离线数据维护记录，查看对离线数据的调阅、复制、传输、查询的授权审批记录。,否
575,206,是否在与供应商签订的合同中明确其应承担的责任、义务，并约定服务要求和范围等内容。,a)查看机房管理制度或变更管理制度，是否规定了原则上禁止交易时段对交易业务网的网络设备、安全设备、系统设备进行更换或变更配置；b)抽查变更记录，是否做到原则上不在交易时段对交易业务网的网络设备、安全设...,否
654,206,是否在与供应商签订的合同中明确其应承担的责任、义务，并约定服务要求和范围等内容。,检查与供应商签订的合同，查看是否明确其应承担的责任、义务，并约定服务要求和范围等内容。,否
207,207,是否与选定的安全服务商签订与安全相关的协议，对合作方服务人员提出明确的信息安全要求。,检查与安全服务商签订的安全责任合同书或保密协议等文档，查看其内容是否包含保密范围、安全责任、违约责任、协议的有效期限和责任人的签字等。,是
346,207,是否与选定的安全服务商签订与安全相关的协议，对合作方服务人员提出明确的信息安全要求。,查看变更管理制度，确认其中是否对重要变更、一般变更、紧急变更进行了定义，并建立了不同的申请、审批流程。,否
361,207,是否与选定的安全服务商签订与安全相关的协议，对合作方服务人员提出明确的信息安全要求。,检查会议纪要或者论证报告等文档，是否组织有关部门及技术专家对信息系统定级结果的合理性和正确性进行论证和审定。,否
370,207,是否与选定的安全服务商签订与安全相关的协议，对合作方服务人员提出明确的信息安全要求。,查阅公司核心业务系统故障应对能力达标证明材料（包括：备份系统建设情况、备份策略、应急演练记录等），确认集中交易系统（含第三方存管）、融资融券系统、网上交易系统、电话委托系统、移动证券系统等核心业务系统...,否
431,207,是否与选定的安全服务商签订与安全相关的协议，对合作方服务人员提出明确的信息安全要求。,检查与安全服务商签订的安全责任合同书或保密协议等文档，查看其内容是否包含保密范围、安全责任、违约责任、协议的有效期限和责任人的签字等。,否
561,207,是否与选定的安全服务商签订与安全相关的协议，对合作方服务人员提出明确的信息安全要求。,检查事件总结报告，事件处理情况是否包括事件暴露出的问题及采取的整改措施，责任追究情况。,否
585,207,是否与选定的安全服务商签订与安全相关的协议，对合作方服务人员提出明确的信息安全要求。,检查会议纪要或者论证报告等文档，是否组织有关部门及技术专家对信息系统定级结果的合理性和正确性进行论证和审定。,否
655,207,是否与选定的安全服务商签订与安全相关的协议，对合作方服务人员提出明确的信息安全要求。,检查与安全服务商签订的安全责任合同书或保密协议等文档，查看其内容是否包含保密范围、安全责任、违约责任、协议的有效期限和责任人的签字等。,否
208,208,是否要求供应商签署承诺书，承诺产品不存在恶意代码或未授权的功能，不提供违反我国法律法规的功能模块，并符合证券期货行业有关技术规范和技术指引。,检查供应商签署的承诺书，查看供应商是否承诺产品不存在恶意代码或未授权的功能，不提供违反我国法律法规的功能模块，并符合证券期货行业有关技术规范和技术指引。,是
432,208,是否要求供应商签署承诺书，承诺产品不存在恶意代码或未授权的功能，不提供违反我国法律法规的功能模块，并符合证券期货行业有关技术规范和技术指引。,检查供应商签署的承诺书，查看供应商是否承诺产品不存在恶意代码或未授权的功能，不提供违反我国法律法规的功能模块，并符合证券期货行业有关技术规范和技术指引。,否
567,208,是否要求供应商签署承诺书，承诺产品不存在恶意代码或未授权的功能，不提供违反我国法律法规的功能模块，并符合证券期货行业有关技术规范和技术指引。,a)查阅运维值班负责人及备岗人员名单；b)访谈运维值班负责人及备岗人员，询问是否知悉其职责范围包括：日常操作的部署、检查、风险控制、业务衔接等工作；c)查看运维值班负责人及备岗人员值班记录，判断是否没...,否
568,208,是否要求供应商签署承诺书，承诺产品不存在恶意代码或未授权的功能，不提供违反我国法律法规的功能模块，并符合证券期货行业有关技术规范和技术指引。,a)查阅运维值班负责人及备岗人员名单；b)访谈运维值班负责人及备岗人员，询问是否知悉其职责范围包括：日常操作的部署、检查、风险控制、业务衔接等工作；c)查看运维值班负责人及备岗人员值班记录，判断是否没...,否
605,208,是否要求供应商签署承诺书，承诺产品不存在恶意代码或未授权的功能，不提供违反我国法律法规的功能模块，并符合证券期货行业有关技术规范和技术指引。,a)检查应急预案框架，查看其内容是否覆盖启动应急预案的条件、应急处理流程、系统恢复流程、事后教育和培训等方面；b)检查是否具有根据应急预案框架制定的不同事件的应急预案。,否
660,208,是否要求供应商签署承诺书，承诺产品不存在恶意代码或未授权的功能，不提供违反我国法律法规的功能模块，并符合证券期货行业有关技术规范和技术指引。,a)检查供应商列表，访谈信息技术负责人，判断是否定期收集、更新供应商信息；b)检查供应商评价报告，判断是否定期组织对供应商的服务质量、合同履行情况、人员工作情况等内容进行评价，并跟踪和记录供应商改进情...,否
209,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查托管服务合同和相关文档，确认其中包含应急服务响应和支持条款。,是
276,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查是否使用堡垒机。,否
296,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查离线数据维护记录，查看对离线数据的调阅、复制、传输、查询的授权审批记录。,否
319,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,a)访谈软件开发人员，询问其是否了解软件开发管理制度，是否了解代码编写规范，是否按照代码编写规范进行软件开发；_x000b_b)检查代码编写规范，查看规范中是否明确代码编写规则，应抽样部分源代码，检查...,否
368,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查主要应用系统的配置参数，查看是否提供对最大并发会话连接数进行限制。,否
377,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查安全责任和惩戒措施管理文档，查看是否包含具体的安全责任和惩戒措施，,否
400,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,查阅公司评估报告或其他公文材料，检查是否对风险监测和评估执行情况进行有效性评估。,否
429,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,a)检查公司提供的电力设施实时切换演练制度；b)检查公司近两年内电力设施实时切换演练记录；实时切换应当做到模拟一路市电中断、一路UPS完全失效和一路电源开关发生故障的情况下，所有的生产环境设备不需要任...,否
433,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查托管服务合同和相关文档，确认其中包含应急服务响应和支持条款。,否
439,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查与外包公司签订的合同，确认合同中明确了明确界定外包人员的工作职责、活动范围、操作权限。,否
460,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查值班管理制度，是否明确值班负责人和信息技术负责人负责信息安全应急值守。,否
462,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查值班管理制度，是否明确值班负责人和信息技术负责人负责信息安全应急值守。,否
483,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查安全教育和培训记录，查看记录是否有培训人员、培训内容、培训结果等的描述。,否
484,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查安全教育和培训记录，查看记录是否有培训人员、培训内容、培训结果等的描述。,否
592,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查主要应用系统的配置参数，查看是否提供对最大并发会话连接数进行限制。,否
661,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查与外包公司签订的合同，确认合同中明确了明确界定外包人员的工作职责、活动范围、操作权限。,否
663,209,公司托管机房服务合同是否包含应急服务响应和支持条款。,检查与外包公司签订的合同，确认合同中明确了明确界定外包人员的工作职责、活动范围、操作权限。,否
210,210,信息系统托管中，受托方是否为委托方提供7×24小时支持服务，是否在5分钟内响应委托方提出的服务请求，并在30分钟内到场服务。遇到突发事件，是否积极配合委托方共同开展应急处置工作。（本项适用于：三+系统托管）,a)查看委托合同和应急预案，是否明确要求7×24小时支持服务制度；b)检查应急事件报告书，查看受托方是否在5分钟内响应委托方的服务请求，并在30分钟内到场服务。,是
434,210,信息系统托管中，受托方是否为委托方提供7×24小时支持服务，是否在5分钟内响应委托方提出的服务请求，并在30分钟内到场服务。遇到突发事件，是否积极配合委托方共同开展应急处置工作。（本项适用于：三+系统托管）,a)查看委托合同和应急预案，是否明确要求7×24小时支持服务制度；b)检查应急事件报告书，查看受托方是否在5分钟内响应委托方的服务请求，并在30分钟内到场服务。,否
582,210,信息系统托管中，受托方是否为委托方提供7×24小时支持服务，是否在5分钟内响应委托方提出的服务请求，并在30分钟内到场服务。遇到突发事件，是否积极配合委托方共同开展应急处置工作。（本项适用于：三+系统托管）,a)询问网络管理员，是否禁止通过互联网对防火墙、网络设备、服务器进行远程管理和维护，特殊紧急情况下的访问策略；b)对防火墙、网络设备、服务器进行远程管理和维护，而特殊紧急情况下是否采取限制登录IP、使...,否
656,210,信息系统托管中，受托方是否为委托方提供7×24小时支持服务，是否在5分钟内响应委托方提出的服务请求，并在30分钟内到场服务。遇到突发事件，是否积极配合委托方共同开展应急处置工作。（本项适用于：三+系统托管）,a)检查供应商签署的保密协议，查看是否禁止供应商泄露所服务机构的保密信息；b)检查供应商签署的承诺书，查看供应商是否承诺产品不存在恶意代码或未授权的功能，不提供违反我国法律法规的功能模块，并符合证券期...,否
211,211,是否建立供应商列表，定期收集、更新供应商信息。,检查供应商列表，访谈信息技术负责人，判断是否定期收集、更新供应商信息。,是
212,212,是否组织对供应商的服务质量、合同履行情况、人员工作情况等内容进行评价，形成评价报告，并跟踪和记录供应商改进情况。,检查供应商评价报告，判断是否定期组织对供应商的服务质量、合同履行情况、人员工作情况等内容进行评价，并跟踪和记录供应商改进情况。,是
261,212,是否组织对供应商的服务质量、合同履行情况、人员工作情况等内容进行评价，形成评价报告，并跟踪和记录供应商改进情况。,检查安全教育和培训计划和安全教育和培训记录，查看记录是否有网络攻击防范相关内容，是否有员工邮件安全意识教育相关内容。,否
436,212,是否组织对供应商的服务质量、合同履行情况、人员工作情况等内容进行评价，形成评价报告，并跟踪和记录供应商改进情况。,检查供应商评价报告，判断是否定期组织对供应商的服务质量、合同履行情况、人员工作情况等内容进行评价，并跟踪和记录供应商改进情况。,否
213,213,信息技术外包管理制度中是否明确驻场外包人员入场、离场的管理要求。,查看信息技术外包管理制度，确认是否明确驻场外包人员入场的管理要求。,是
289,213,信息技术外包管理制度中是否明确驻场外包人员入场、离场的管理要求。,检查是否对系统大流量数据异常外传、非授权传输等数据访问情况进行监测。,否
294,213,信息技术外包管理制度中是否明确驻场外包人员入场、离场的管理要求。,检查开发终端上是否使用技术手段防止开发人员泄露源代码。,否
350,213,信息技术外包管理制度中是否明确驻场外包人员入场、离场的管理要求。,查看测试记录，是否在设备和软件投入使用前进行必要的验证性测试。,否
418,213,信息技术外包管理制度中是否明确驻场外包人员入场、离场的管理要求。,检查机房用电管理规定，查看是否具有重点保障核心交易业务系统用电安全的措施。,否
437,213,信息技术外包管理制度中是否明确驻场外包人员入场、离场的管理要求。,查看信息技术外包管理制度，确认是否明确驻场外包人员入场的管理要求。,否
485,213,信息技术外包管理制度中是否明确驻场外包人员入场、离场的管理要求。,a)访谈安全主管，询问是否制定安全教育和培训计划；b)检查安全教育和培训计划文档，查看计划是否明确了培训方式、培训对象、培训内容、培训时间和地点等；c)检查培训内容是否包含信息安全基础知识、岗位操作规...,否
574,213,信息技术外包管理制度中是否明确驻场外包人员入场、离场的管理要求。,查看测试记录，是否在设备和软件投入使用前进行必要的验证性测试。,否
214,214,是否对驻场外包人员的入场和离场进行管理。,查阅公司提供的驻场外包人员的入场和离场记录。,是
265,214,是否对驻场外包人员的入场和离场进行管理。,检查考核记录，查看考核内容是否包含安全知识、安全技能等。,否
366,214,是否对驻场外包人员的入场和离场进行管理。,调阅应用系统用户管理或访问控制相关制度，明确是否制定了用户权限申请、审批、更新、注销流程。,否
424,214,是否对驻场外包人员的入场和离场进行管理。,a)检查公司提供的UPS设施情况说明；b)检查所有生产环境的双电源设备分别连接到不同的UPS；c)检查所有生产环境的单电源设备都分别连接到不同的UPS。,否
493,214,是否对驻场外包人员的入场和离场进行管理。,a)查阅安全管理相关制度，查看对管理员登录地址的限制策略，评估其合理性；b)现场抽查关键网络设备，检验管理员登录地址限制策略是否被严格执行。,否
215,215,是否明确界定外包人员的工作职责、活动范围、操作权限。,检查与外包公司签订的合同，确认合同中明确了明确界定外包人员的工作职责、活动范围、操作权限。,是
216,216,是否建立软件资产管理制度，或将软件资产纳入本单位资产管理体系，对软件采购、安装、升级等工作流程有严格管理。,访谈信息技术负责人，是否将软件资产纳入资产管理体系，并对软件采购、安装、升级等流程进行管理；检查固定资产管理办法，是否包含软件购置、安装、升级等流程。,是
440,216,是否建立软件资产管理制度，或将软件资产纳入本单位资产管理体系，对软件采购、安装、升级等工作流程有严格管理。,访谈信息技术负责人，是否将软件资产纳入资产管理体系，并对软件采购、安装、升级等流程进行管理；检查固定资产管理办法，是否包含软件购置、安装、升级等流程。,否
464,216,是否建立软件资产管理制度，或将软件资产纳入本单位资产管理体系，对软件采购、安装、升级等工作流程有严格管理。,a)检查“表L.1-按岗位人员情况”，检查运维岗位分工及岗位职责说明，是否包括机房管理员、网络管理员、系统管理员、数据库管理员、安全管理员等关键岗位，并设置主备岗；b)访谈机房管理员、网络管理员、系统...,否
664,216,是否建立软件资产管理制度，或将软件资产纳入本单位资产管理体系，对软件采购、安装、升级等工作流程有严格管理。,a)访谈信息技术负责人，是否将软件资产纳入资产管理体系，并对软件采购、安装、升级等流程进行管理；b)检查固定资产管理办法，是否包含软件购置、安装、升级等流程。,否
217,217,是否明确部门或责任人，负责本单位软件正版化工作。,访谈软件正版化相关人员，是否制定了相关制度，制定专人负责软件正版化工作，同时软件正版化负责人是否明确其岗位职责。,是
263,217,是否明确部门或责任人，负责本单位软件正版化工作。,a)检查是否对岗位人员的安全技能及安全认知考核结果进行记录；_x000b_b)记录是否得到妥善保存。,否
284,217,是否明确部门或责任人，负责本单位软件正版化工作。,检查办公、生产、开发测试终端的恶意代码防范策略。,否
333,217,是否明确部门或责任人，负责本单位软件正版化工作。,检查系统容量评估报告，是否定期对系统容量进行检查和评估。,否
353,217,是否明确部门或责任人，负责本单位软件正版化工作。,检查是否有人员对批量下载邮件、异常时段登陆的行为进行监控。,否
393,217,是否明确部门或责任人，负责本单位软件正版化工作。,检查应急演练计划，确是否制定了正式的应急演练计划。,否
423,217,是否明确部门或责任人，负责本单位软件正版化工作。,a)检查机房供电系统图及相关说明材料，机房供电线路上是否设置了稳压器和过电压防护设备；_x000b_b)检查机房维护记录，稳压器和过电压防护设备是否正常运行。,否
441,217,是否明确部门或责任人，负责本单位软件正版化工作。,访谈软件正版化相关人员，是否制定了相关制度，制定专人负责软件正版化工作，同时软件正版化负责人是否明确其岗位职责。,否
458,217,是否明确部门或责任人，负责本单位软件正版化工作。,检查“表L.9-基本情况”，访谈系统建设负责人，询问是否有专门的部门或人员负责本单位软件正版化工作，由何部门/何人负责。,否
518,217,是否明确部门或责任人，负责本单位软件正版化工作。,访谈安全管理员，了解采取了哪些措施，防止外送维修设备的数据泄露。,否
556,217,是否明确部门或责任人，负责本单位软件正版化工作。,检查系统容量评估报告，是否定期对系统容量进行检查和评估。,否
557,217,是否明确部门或责任人，负责本单位软件正版化工作。,检查系统容量评估报告，是否定期对系统容量进行检查和评估。,否
622,217,是否明确部门或责任人，负责本单位软件正版化工作。,检查系统容量评估报告，是否定期对系统容量进行检查和评估。,否
647,217,是否明确部门或责任人，负责本单位软件正版化工作。,a)检查机房供电系统图及相关说明材料，机房供电线路上是否设置了稳压器和过电压防护设备；b)检查机房维护记录，稳压器和过电压防护设备是否正常运行。,否
665,217,是否明确部门或责任人，负责本单位软件正版化工作。,检查“表L.9-基本情况”，访谈系统建设负责人，询问是否有专门的部门或人员负责本单位软件正版化工作，由何部门/何人负责。,否
218,218,是否制定了软件正版化工作计划。,a)访谈软件正版化工作人员，是否制定了软件正版化计划；b)检查软件正版化计划，是否对通用软件和专业软件制定正版化计划。,是
259,218,是否制定了软件正版化工作计划。,检查安全教育和培训计划文档，确认安全教育培训是否覆盖全体员工。,否
260,218,是否制定了软件正版化工作计划。,检查安全教育和培训计划文档，确认安全教育培训是否至少每年进行一次。,否
278,218,是否制定了软件正版化工作计划。,调阅操作系统、数据库、堡垒机用户管理或访问控制相关制度，明确是否制定了用户权限申请、审批、更新、注销流程。,否
287,218,是否制定了软件正版化工作计划。,如果能通过远程方式管理LED屏幕，确认使用了高强度口令，并修改了默认口令。,否
309,218,是否制定了软件正版化工作计划。,查看安全检查记录,否
331,218,是否制定了软件正版化工作计划。,抽查信息系统，确认是否针对各系统制定了应急操作手册。,否
382,218,是否制定了软件正版化工作计划。,检查应急预案，确认是否将网络攻击场景纳入应急预案。,否
390,218,是否制定了软件正版化工作计划。,抽查应急处置联络手册中的相关信息是否真实、有效、可用。,否
407,218,是否制定了软件正版化工作计划。,查阅公司内部专项审计报告，确认公司是否根据审计意见进行整改。,否
442,218,是否制定了软件正版化工作计划。,a)访谈软件正版化工作人员，是否制定了软件正版化计划；b)检查软件正版化计划，是否对通用软件和专业软件制定正版化计划。,否
487,218,是否制定了软件正版化工作计划。,a)检查是否对岗位人员的安全审查和技能考核结果进行记录；b)记录是否得到妥善保存。,否
596,218,是否制定了软件正版化工作计划。,a)检查是否对岗位人员的安全审查和技能考核结果进行记录；b)记录是否得到妥善保存。,否
219,219,是否每年对软件正版化情况开展自查。,a)访谈软件正版化人员，是否对公司使用的软件正版化情况每年进行自查，对检查情况进行记录；b)检查软件正版化自查记录。,是
254,219,是否每年对软件正版化情况开展自查。,检查是否建立信息安全事件相关管理制度。,否
283,219,是否每年对软件正版化情况开展自查。,查看终端，确认终端是否安装终端管理系统，确认终端管理系统是否能够对终端软件安装进行限制。,否
293,219,是否每年对软件正版化情况开展自查。,调阅数据安全相关制度，确认是否明确不同级别敏感信息的管理要求包括数据的采集、处理、存贮、传输、加密、备份、恢复、清理和销毁等。,否
305,219,是否每年对软件正版化情况开展自查。,检查病毒扫描时间，确认未在交易时段内进行。,否
329,219,是否每年对软件正版化情况开展自查。,检查近期上线系统的测试报告，确认是否进行了安全测试。,否
383,219,是否每年对软件正版化情况开展自查。,检查应急预案，确认是否制定了外包服务意外终止的应急措施。,否
443,219,是否每年对软件正版化情况开展自查。,a)访谈软件正版化人员，是否对公司使用的软件正版化情况每年进行自查，对检查情况进行记录；b)检查软件正版化自查记录。,否
508,219,是否每年对软件正版化情况开展自查。,a)访谈安全管理员，询问防恶意代码软件是否由专人负责进行管理和维护；b)检查主机防恶意代码软件维护记录，确认防恶意代码软件由专人统一管理。,否
667,219,是否每年对软件正版化情况开展自查。,a)访谈软件正版化人员，是否对公司使用的软件正版化情况每年进行自查，并出具自查报告；b)检查软件正版化自查报告。,否
220,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,a)访谈文档管理员，是否对软件采购合同、授权书等资料进行管理；b)检查文档清单，是否包含软件购置合同及授权许可。,是
241,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,检查运维岗位分工及岗位职责说明，机房管理员、网络管理员、系统管理员、数据库管理员、安全管理员等关键岗位的职责范围是否清晰、明确，有相互制约的要求。,否
291,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,检查是否与CDN服务提供商、基础电信系运营企业联动，抵御DDOS攻击。,否
312,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,查看安全检查记录,否
402,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,查阅审计计划,否
